"",ResponseId,condition,open.1,open.2,ColumnID,Text,Segment,WC,Affect,emotion
228,R_1cLz0hq1DaRPvyh,High,These images are letting us know that factories are putting out alot of polution. We all need to find a way to go green in order to repair the damages done to our earth.  Our future depends on these changes.,These images are telling me about global warming and how it is affecting the earth.As the earth overheats the ice caps are melting and the land is drying out.,text,These images are letting us know that factories are putting out alot of polution. We all need to find a way to go green in order to repair the damages done to our earth.  Our future depends on these changes. These images are telling me about global warming and how it is affecting the earth.As the earth overheats the ice caps are melting and the land is drying out.,1,70,0,0
229,R_5k29Zh1Ek8pwrex,High,"The above images suggest the difference between an intact, properly functioning natural order in living things vs. the ill effects of pollutants.",These images also show the potential ill effects of pollutants on living forms. These potential ill effects are saddening especially because they can be mitigated or avoided.,text,"The above images suggest the difference between an intact, properly functioning natural order in living things vs. the ill effects of pollutants. These images also show the potential ill effects of pollutants on living forms. These potential ill effects are saddening especially because they can be mitigated or avoided.",1,49,2.04,2.04
230,R_1Tog2l6hdzBik3y,Low,This the same as the question before.  There is no difference in how I feel about these photos.  I feel bored.,There is no theme to these pictures.  I would not spend any time on this since I would be bored by them.,text,This the same as the question before.  There is no difference in how I feel about these photos.  I feel bored. There is no theme to these pictures.  I would not spend any time on this since I would be bored by them.,1,43,4.65,4.65
231,R_5gAUVFs00HEnkSc,Low,Seem to be more World News headline pictures. I personally have no interest to inquire on any of these story lines.,"Pictures look like they could be for calendars facing pages, World news or diagrams you can order online. 

From what I see pictured, at this time I have no interest to inquire on subjects.",text,"Seem to be more World News headline pictures. I personally have no interest to inquire on any of these story lines. Pictures look like they could be for calendars facing pages, World news or diagrams you can order online. 

From what I see pictured, at this time I have no interest to inquire on subjects.",1,55,0,0
232,R_3NYzcJcMFnkWASd,High,Same type of senerio as prior but no you also have the smoke from factories all of which contribute to climate change.  How do I feel well it is all a part of life and living and you accept the changes as they come and go and connetion of people as to if they unite or not as you go with the flow of things.,"Basically images of hot, cold, dry earth going in all directions.  Some seem interesting as cold element and desert type and animals in mostly cold and it is all a part of life and living where ever it is that you enjoy or not.  It is what can be expeced of climate changes.",text,"Same type of senerio as prior but no you also have the smoke from factories all of which contribute to climate change.  How do I feel well it is all a part of life and living and you accept the changes as they come and go and connetion of people as to if they unite or not as you go with the flow of things. Basically images of hot, cold, dry earth going in all directions.  Some seem interesting as cold element and desert type and animals in mostly cold and it is all a part of life and living where ever it is that you enjoy or not.  It is what can be expeced of climate changes.",1,118,2.54,0
233,R_31I0YqHJWzjLCap,High,These images make me feel energized because of the greens and blues. They are also captivating and make me look deeper into the image for more details.,These images make me feel powerful and in control. They make me feel as if I am in control of my destiny.,text,These images make me feel energized because of the greens and blues. They are also captivating and make me look deeper into the image for more details.  These images make me feel powerful and in control. They make me feel as if I am in control of my destiny.,1,49,2.04,0
234,R_3CP2lwpiSUjLDLu,Low,"This is stupid you show me random scenes not related, I don't have to write a book. I feel neutral.",The effects of climate change on the ecosystem of the earth. It makes me feel disappointed in mankind.,text,"This is stupid you show me random scenes not related, I don't have to write a book. I feel neutral.  The effects of climate change on the ecosystem of the earth. It makes me feel disappointed in mankind.",1,38,5.26,2.63
235,R_3KIXAingjEzWISC,High,Many of the image's center on our distraction of our environment. One is a connection between mankind and the Almighty. Several deal with the rotation of the earth showing both day and night.,"Several deal with the difference between the seasons. The lushness of Spring and the harshness of winter. Destruction is a normal factor, sadly, in how we deal with the world.",text,"Many of the image's center on our distraction of our environment. One is a connection between mankind and the Almighty. Several deal with the rotation of the earth showing both day and night. 
 Several deal with the difference between the seasons. The lushness of Spring and the harshness of winter. Destruction is a normal factor, sadly, in how we deal with the world.",1,63,4.76,1.59
236,R_54JmIy5ztkKSYbx,Low,They are really just a disjointed mix of pointless images that leave me completely unmoved.  They mean absolutely nothing to me without context.,"Again, they are just a bunch of unrelated, disjointed images that are utterly meaningless without context as to what each image represents.",text,"They are really just a disjointed mix of pointless images that leave me completely unmoved.  They mean absolutely nothing to me without context. Again, they are just a bunch of unrelated, disjointed images that are utterly meaningless without context as to what each image represents.",1,45,2.22,0
237,R_6wSGHXWNoWEQMHr,High,"images of the world part dry which is what happens after you dig for lithium the land is no good after that, the other part looks green and nice makes me sad when people throw their trash every where","two different worlds look like to me, maybe the earth is hell because heaven is nice and green the weather is going to be what it is",text,"images of the world part dry which is what happens after you dig for lithium the land is no good after that, the other part looks green and nice makes me sad when people throw their trash every where two different worlds look like to me, maybe the earth is hell because heaven is nice and green the weather is going to be what it is",1,66,9.09,3.03
238,R_38IkVvoZAYgahk4,Low,"a number of images from around the world as signs are in different languages.  Pictures of buildings, groups of people a woman by herself two women and a Christmas tree.  Pollution is front and center on one picture.  I only speak English and cannot read signs in foreign countries.",Climate is front and center in this group of photos.  Heartbreaking photo of polar bear on a shrinking piece of ice-I don't know what it will take for people to wakeup and see what is happening to the world as we know it.,text,"a number of images from around the world as signs are in different languages.  Pictures of buildings, groups of people a woman by herself two women and a Christmas tree.  Pollution is front and center on one picture.  I only speak English and cannot read signs in foreign countries. Climate is front and center in this group of photos.  Heartbreaking photo of polar bear on a shrinking piece of ice-I don't know what it will take for people to wakeup and see what is happening to the world as we know it.",1,92,1.09,1.09
239,R_1pQfbBsbwUsGKEF,High,These images look like weather changes and world changes from dry (desert) to global warming to gentrification,"Global warming vs global cooling.
These images makes me feel like gentrification and weather control by man is in the horizon",text,"These images look like weather changes and world changes from dry (desert) to global warming to gentrification  Global warming vs global cooling.
These images makes me feel like gentrification and weather control by man is in the horizon",1,38,0,0
240,R_1SvQEsUHjGI8C5D,Low,"I see People of many races many grouped together like protesters. I see things that have to do with our earth, baby conservation. I also see pollution and it makes me 
concerned about our future.","I see earth environment people wildlife. I see scales and grafts.
 I think people  are concerned about global warming. But I do not fear.",text,"I see People of many races many grouped together like protesters. I see things that have to do with our earth, baby conservation. I also see pollution and it makes me 
concerned about our future. I see earth environment people wildlife. I see scales and grafts.
 I think people  are concerned about global warming. But I do not fear.",1,59,5.08,5.08
241,R_3NWfIdWubWHAUJb,Low,"a hodge pod of people ,places and things not related to each other, images are too small for any further analysis","a look at pics of things not relevant to me, so they are just images to me cannot make sense to them people in them are happy in them",text,"a hodge pod of people ,places and things not related to each other, images are too small for any further analysis a look at pics of things not relevant to me, so they are just images to me cannot make sense to them people in them are happy in them",1,50,2,2
242,R_3LoOtJmbpiwnYEC,High,Sad and hopeful. Sad because of the destruction. Hopeful because we can change it if we elect the right people.,Our beloved world is on fire. What will we do to make the necessary changes for our next generations?,text,Sad and hopeful. Sad because of the destruction. Hopeful because we can change it if we elect the right people.  Our beloved world is on fire. What will we do to make the necessary changes for our next generations?,1,39,12.82,10.26
243,R_7e4PFggaqQmTiTH,Low,"Content varies I can not get a connection.  I see protests, maybe they are just crowds in some cases showing support for speaker (cant tell)  and random images I dont understand from peoples faces to birds in a field.  Some relates to causes and have words to indicate -- Granny for future or Peace militarism and climate crisis.  Cant read other languages.",Content is primarily about Ecology of climate change.  Usually the reason is both education and behavior change.  For example I do feel bad when I see polar bear on tiny melting ice (I prefer Real photos but appreciate how much info can be communicated in charts graphs and ways to see the data better.)  The photos mostly make me feel sad.  Sad and somewhat helpless.  The problem seems large solutions are not here.  So overwhelm is next after sadness.  This is not productive.     Often it is for donations but seems overwhelming so I doubt very effective.  If education I am well educated and a so it only makes me sad.,text,"Content varies I can not get a connection.  I see protests, maybe they are just crowds in some cases showing support for speaker (cant tell)  and random images I dont understand from peoples faces to birds in a field.  Some relates to causes and have words to indicate -- Granny for future or Peace militarism and climate crisis.  Cant read other languages.      Content is primarily about Ecology of climate change.  Usually the reason is both education and behavior change.  For example I do feel bad when I see polar bear on tiny melting ice (I prefer Real photos but appreciate how much info can be communicated in charts graphs and ways to see the data better.)  The photos mostly make me feel sad.  Sad and somewhat helpless.  The problem seems large solutions are not here.  So overwhelm is next after sadness.  This is not productive.     Often it is for donations but seems overwhelming so I doubt very effective.  If education I am well educated and a so it only makes me sad.",1,171,8.77,5.26
244,R_13893DR74gfdSDQ,Low,There are a variety of images with people in action as well as being still.  There are a few images that display nature or the environment.,There is a mixture of wildlife and graphs.  They are a variety and nothing that pops out to me.  There are also images with different languages.,text,There are a variety of images with people in action as well as being still.  There are a few images that display nature or the environment. There is a mixture of wildlife and graphs.  They are a variety and nothing that pops out to me.  There are also images with different languages.,1,52,1.92,0
245,R_3AqO0OM3TN1JiH7,Low,These images relate to the climate change now happening to our environment. Several images show the effort that is going on by ordinary people trying to change the direction of the way we look at the way of doing business that is at the root of the cause of our distress. Some hope in these images.,The images are generally about the environment and the event of climate change that is now occurring. It makes me feel sad about the direction that we are heading and frustrated at the inability or outright uncaring that the fossil fuel industry is proceding.,text,These images relate to the climate change now happening to our environment. Several images show the effort that is going on by ordinary people trying to change the direction of the way we look at the way of doing business that is at the root of the cause of our distress. Some hope in these images. The images are generally about the environment and the event of climate change that is now occurring. It makes me feel sad about the direction that we are heading and frustrated at the inability or outright uncaring that the fossil fuel industry is proceding.,1,100,4,4
246,R_6lS3MNJRvU3LBGg,High,they make me feel like our planet is doomed unless we do something soon.  It seems nature is in peril.,It's obvious that global climate warming is taking its toll on the planet and its inhabitants as well as its foliage.,text,they make me feel like our planet is doomed unless we do something soon.  It seems nature is in peril. It's obvious that global climate warming is taking its toll on the planet and its inhabitants as well as its foliage.,1,41,7.32,0
247,R_33aiceGnuZIkIsX,High,"these images look like they are exposing what is being done to our planet.there is air pollution,drought,waste,fire.this demonstrates what mankind  is capable of.","these pictures look phoney to me,they make me feel dissapointed,because if they were real they would be beautiful and energiving.",text,"these images look like they are exposing what is being done to our planet.there is air pollution,drought,waste,fire.this demonstrates what mankind  is capable of. these pictures look phoney to me,they make me feel dissapointed,because if they were real they would be beautiful and energiving.",1,50,2,0
248,R_11i5iVwUL6faXyW,High,"It's showing that the earth is getting hot and dry and being destroyed by the pollution of working people. I feel a bit angry about thiese pictures wanting to convince people that the earth is slowly being destroyed because people are working at jobs that damage the earth. I think that most businesses in America do their best to protect our environment, probably 98% of them. Our country do more than any other country when it comes to obeying regulations and protecting our environment.",The images are wanting to depict a picture of what the earth once was and now is because of climate change. I disagree with this depiction of the earth. I have livedthese 69 years and I have seen lots of different weather and changes in my time. Some summers are scorchers and some mild and don't feel much like summer and the same for all seasons. I do know that one day this earth will burn with fire but not from climate change. It will be from the evil ways that man are living. The decline of morality of the human race will cause God to bring destruction to this earth as He did in the life of Noah.,text,"It's showing that the earth is getting hot and dry and being destroyed by the pollution of working people. I feel a bit angry about thiese pictures wanting to convince people that the earth is slowly being destroyed because people are working at jobs that damage the earth. I think that most businesses in America do their best to protect our environment, probably 98% of them. Our country do more than any other country when it comes to obeying regulations and protecting our environment. The images are wanting to depict a picture of what the earth once was and now is because of climate change. I disagree with this depiction of the earth. I have livedthese 69 years and I have seen lots of different weather and changes in my time. Some summers are scorchers and some mild and don't feel much like summer and the same for all seasons. I do know that one day this earth will burn with fire but not from climate change. It will be from the evil ways that man are living. The decline of morality of the human race will cause God to bring destruction to this earth as He did in the life of Noah.",1,203,3.45,0.49
249,R_62Tys6LyQjFVAeB,High,This group of images seem to be of the same subject matter as the last group.  And they make me feel the same way that the last group of images made me feel.,"These images seem to have been created by a climate alarmist that thinks that the planet is going to burn up tomorrow.  

They make me feel like whomever created them is an idiot.",text,"This group of images seem to be of the same subject matter as the last group.  And they make me feel the same way that the last group of images made me feel. These images seem to have been created by a climate alarmist that thinks that the planet is going to burn up tomorrow.  

They make me feel like whomever created them is an idiot.",1,66,1.52,0
250,R_1RqHipMCrE6uj3u,Low,This one looks like it's about our country and community and how people get along which isn't very good now a days,It looks like it's about the climate and I think it's important for society and for our forest and wild animals.,text,This one looks like it's about our country and community and how people get along which isn't very good now a days It looks like it's about the climate and I think it's important for society and for our forest and wild animals.,1,43,4.65,2.33
251,R_5uTDw4GBSdBS4XD,Low,are we doing enough on climate control and how it is effecting the world. Are all countries doing their share and are we doing it fast enough?,It is talking about climate change and the effect it is having on the world.  it makes me sad but hopeful that something will be done about it.,text,are we doing enough on climate control and how it is effecting the world. Are all countries doing their share and are we doing it fast enough? It is talking about climate change and the effect it is having on the world.  it makes me sad but hopeful that something will be done about it.,1,55,3.64,3.64
252,R_6QPyC5Kp5rD28vr,High,Nature verses man and the destruction of our planet through disasters..  The opposing views of healthy and disease,"Beautiful pictures of the sun, the earth, and 2 halves of a whole world that inspire awe in me. I feel humbled",text,"Nature verses man and the destruction of our planet through disasters..  The opposing views of healthy and disease Beautiful pictures of the sun, the earth, and 2 halves of a whole world that inspire awe in me. I feel humbled",1,40,12.5,5
253,R_7wpXKbLgNAMAMlb,High,The pictures look like the before and after of a Dying planet; they make me feel sad and unhopeful about the future.,The pictures look like the show the good and the bad that people can do to the planet; they make me feel ambivalent.,text,The pictures look like the before and after of a Dying planet; they make me feel sad and unhopeful about the future. The pictures look like the show the good and the bad that people can do to the planet; they make me feel ambivalent.,1,45,8.89,8.89
254,R_7Lj7k4VePV2pOhr,High,I feel that the pictures are about the environment. They are saying that it is having  a hard time. Each picture shows a struggle that earth is enduring.,Each picture shows a contrast between a what the environment should be and what it could possibly be.,text,I feel that the pictures are about the environment. They are saying that it is having  a hard time. Each picture shows a struggle that earth is enduring. Each picture shows a contrast between a what the environment should be and what it could possibly be.,1,46,4.35,0
255,R_1UtQTTJUxWbSrp7,Low,They don’t seem to have anything in common. And none of the images stands out in any way. Very nondescript,Same as the last set of pictures. All look to be unrelated and none of them catches my interest to look at more closely,text,They don’t seem to have anything in common. And none of the images stands out in any way. Very nondescript  Same as the last set of pictures. All look to be unrelated and none of them catches my interest to look at more closely,1,44,0,0
256,R_35yaWD0G1w3jbtp,Low,"Hard to see all of them, they are much to small but they seem to be dealing with the problems of climate change.",Many are not in English but I can tell they all deal with climate change and I am a strong believer in protecting our environment.,text,"Hard to see all of them, they are much to small but they seem to be dealing with the problems of climate change. Many are not in English but I can tell they all deal with climate change and I am a strong believer in protecting our environment.",1,48,2.08,0
257,R_1DoMph2sBWseBPe,High,"The ten (10) pictures that I viewed made me sad and anxious about the future of our planet if nothing is done to stop the destruction of our environment.  It is OUR environment, not THE environment. Humanity needs to respect the flora and fauna that reside on the planet, as well as those who follow.","Human kind must determine how to stop destroying the planet with total disregard for future generations and of utmost importance, humans must preserve those creatures with which we share the planet to regain some semblance of ecological balance.",text,"The ten (10) pictures that I viewed made me sad and anxious about the future of our planet if nothing is done to stop the destruction of our environment.  It is OUR environment, not THE environment. Humanity needs to respect the flora and fauna that reside on the planet, as well as those who follow. Human kind must determine how to stop destroying the planet with total disregard for future generations and of utmost importance, humans must preserve those creatures with which we share the planet to regain some semblance of ecological balance.",1,93,7.53,2.15
258,R_3pEG4TtCswmXxPE,Low,"The same answer, there is no context so they are meaningless and I am indifferent to them. I am not sure why you think they would generate any feelings.",They really don’t make me feel anything other than indifferent - without context and a relationship to something I am looking for they mean nothing,text,"The same answer, there is no context so they are meaningless and I am indifferent to them. I am not sure why you think they would generate any feelings. They really don’t make me feel anything other than indifferent - without context and a relationship to something I am looking for they mean nothing",1,53,3.77,3.77
259,R_3NbujUITbtvDGc1,High,They are all to do with our environment. We only have one planet . . . . look after it. If only I was green what a wonderful place this would be.,I just told you in not so many words - because you were looking for at least one hundred - so I added more words and now you want me to do some more.,text,They are all to do with our environment. We only have one planet . . . . look after it. If only I was green what a wonderful place this would be. I just told you in not so many words - because you were looking for at least one hundred - so I added more words and now you want me to do some more.,1,60,1.67,1.67
260,R_1ZHqreZCqZAP6s5,Low,"Confused, don`t know how or what message they send? The only thing this represents is our environment, and the impact humans have on our environment.","The impact that humans, and industries are having on the environment causing climate change and pollution worldwide.",text,"Confused, don`t know how or what message they send? The only thing this represents is our environment, and the impact humans have on our environment. The impact that humans, and industries are having on the environment causing climate change and pollution worldwide.",1,42,2.38,2.38
261,R_6xxkf9dHB06LWhi,Low,"big clouds of people as they gather in open spaces, along with various assembly buildings offered by individuals","various pictures of world locations along with a few select individuals and grafts, i have no emotional feelings one way or another.",text,"big clouds of people as they gather in open spaces, along with various assembly buildings offered by individuals   various pictures of world locations along with a few select individuals and grafts, i have no emotional feelings one way or another.",1,40,5,2.5
262,R_3YodsQoUzV9l78Y,High,"I think the content of these images relates to the many changes occurring in our environment, and the impact they are having on our planet. Overall, these images make me concerned.","I think the content of these images relate climate change/global warming. Again, I am concerned because of the common theme that expresses fire in these images.",text,"I think the content of these images relates to the many changes occurring in our environment, and the impact they are having on our planet. Overall, these images make me concerned. I think the content of these images relate climate change/global warming. Again, I am concerned because of the common theme that expresses fire in these images.",1,58,3.45,3.45
263,R_1SlIyLgkMkeWtah,High,"It's a wonderful world, some things are not so good others a very good. We need to be sure to keep a balance in everything.",It's a wonderful world full of color and goodness with many different activities and wonders in the animal kingdom.,text,"It's a wonderful world, some things are not so good others a very good. We need to be sure to keep a balance in everything. It's a wonderful world full of color and goodness with many different activities and wonders in the animal kingdom.",1,44,13.64,11.36
264,R_5PBYvNtDnAfwNF3,Low,A jumbled collection of images trying to in some way depict climate change. Other than looking at them now I would not pay them any attention or care.,Just a bunch of climate related pictures which I find boring and of little value. They are too disparate to make a clear statement.,text,A jumbled collection of images trying to in some way depict climate change. Other than looking at them now I would not pay them any attention or care. Just a bunch of climate related pictures which I find boring and of little value. They are too disparate to make a clear statement.,1,52,3.85,1.92
265,R_1ALGlDKkNOXlfhb,High,Different images of some of earths problems that occur currently that are probably caused by man and could be controlled.,Some of the beautiful images from around the world that everyone has a chance to enjoy anytime they care to do so.,text,Different images of some of earths problems that occur currently that are probably caused by man and could be controlled. Some of the beautiful images from around the world that everyone has a chance to enjoy anytime they care to do so.,1,42,4.76,0
266,R_32DhUpC3MWZkHLN,Low,they make me feel anxious. the worl is too crowded.some of the images are happy.we must sop polluting the air we all breathe,humans have to understand that what makes the world beautiful needs to be cared for. not political words but everyday actions evryone must do their part,text,they make me feel anxious. the worl is too crowded.some of the images are happy.we must sop polluting the air we all breathe humans have to understand that what makes the world beautiful needs to be cared for. not political words but everyday actions evryone must do their part,1,51,7.84,3.92
267,R_3TuhEn3EHlX0aiW,High,Images show a beautiful world being made ugly by industrial pollution. Smoke stacks and smoke are on the horizons.,Surreal images of the sun world etc beautifully done. One shows a hand holding the world. Another shows a beautiful sun rise or sun set.,text,Images show a beautiful world being made ugly by industrial pollution. Smoke stacks and smoke are on the horizons.  Surreal images of the sun world etc beautifully done. One shows a hand holding the world. Another shows a beautiful sun rise or sun set.,1,44,9.09,0
268,R_5n7S2KUkn9fP1dW,High,These images are about items that hurt our environment and it makes me sad.  I see smoke stacks putting out smoke and fires in the countryside,These are images of the atmosphere of our earth and the weather of the weather on the planet. I find the pictures beautiful.,text,These images are about items that hurt our environment and it makes me sad.  I see smoke stacks putting out smoke and fires in the countryside These are images of the atmosphere of our earth and the weather of the weather on the planet. I find the pictures beautiful.,1,49,6.12,4.08
269,R_6XHAnwP8vG4Bdnz,Low,"They show a variety of clips showing different images. I feel neutral, there's nothing that stands out.",It looks like it may be about the climate but it's in a different language so I can't understand what they're saying.,text,"They show a variety of clips showing different images. I feel neutral, there's nothing that stands out.  It looks like it may be about the climate but it's in a different language so I can't understand what they're saying.",1,39,0,0
270,R_60znWfk08mosD4d,Low,"These are photos from various events for newsworthy application on television, and selected for radio and newspaper.",This group of photos are dealing with the weather good and bad with certain statistics that show a bit of trend in the weather.,text,"These are photos from various events for newsworthy application on television, and selected for radio and newspaper. This group of photos are dealing with the weather good and bad with certain statistics that show a bit of trend in the weather.",1,41,4.88,4.88
271,R_33doS5R5X7GlgvO,Low,"all these pictures are hard to see, can not read what people are holding or posted and they appear to be nothing I would be interested in.","it appears to all pertain to global warming a real threat to our world, something that man could have controlled had we taken the warning signs seriously. sad.",text,"all these pictures are hard to see, can not read what people are holding or posted and they appear to be nothing I would be interested in. it appears to all pertain to global warming a real threat to our world, something that man could have controlled had we taken the warning signs seriously. sad.",1,55,7.27,1.82
272,R_3FW3pT90eWdYOKn,High,They make me think of the environment and the destruction of such.  They are very yellow- orange and I don't like those colors.,"Again, these are about environmental destruction, global warming, and the desecration of our planet.",text,"They make me think of the environment and the destruction of such.  They are very yellow- orange and I don't like those colors.  Again, these are about environmental destruction, global warming, and the desecration of our planet.",1,37,5.41,0
273,R_6PobJ89K2urKjvQ,High,"These seem to be images about pollution and some of them are worrisome. I can only see two rows of pictures, but they are very cold. I wonder if this is AI.",The pictures are somewhat threatening and seem to be indicating possible choices that people can make.,text,"These seem to be images about pollution and some of them are worrisome. I can only see two rows of pictures, but they are very cold. I wonder if this is AI. The pictures are somewhat threatening and seem to be indicating possible choices that people can make.",1,48,4.17,2.08
274,R_6pkVaGIaQdeBBvC,High,"These images make me feel sad and afraid because they depict severe weather in the form of heat and poor air quality, much of which has been caused by man",These also make me feel sad and afraid because they depict severe weather and poor air quality but they don't appear as depressing.,text,"These images make me feel sad and afraid because they depict severe weather in the form of heat and poor air quality, much of which has been caused by man These also make me feel sad and afraid because they depict severe weather and poor air quality but they don't appear as depressing.",1,53,16.98,9.43
275,R_3M9gV1p6aD0CrRC,High,They make me feel like I am wasting my time on a survey that's only worth 50 points. What's the point in this whole thing anyway?,"It looks like scorched earth, dying earth, hopelessness for the planet earth. I don't like having to look at these pictures.",text,"They make me feel like I am wasting my time on a survey that's only worth 50 points. What's the point in this whole thing anyway? It looks like scorched earth, dying earth, hopelessness for the planet earth. I don't like having to look at these pictures.",1,47,2.13,2.13
276,R_5G19DWK9oZRtANH,High,"It looks like more images like earth. This time looks more bout the environment. 
This makes me feel nothing.","It looks like images of Earth. Earth being held by a had and even on fire. 
This makes me feel indifferent.",text,"It looks like more images like earth. This time looks more bout the environment. 
This makes me feel nothing.  It looks like images of Earth. Earth being held by a had and even on fire. 
This makes me feel indifferent.",1,40,2.5,2.5
277,R_56a5wYRiHaYeli6,High,"Once again the content seems to be about pollution and global warming which makes me feel sad, worried about the future of the planet.",The images seem to be about global warming and they make me worry. Pollution seems to be portrayed also which contributes to global warming so that is also worrisome.,text,"Once again the content seems to be about pollution and global warming which makes me feel sad, worried about the future of the planet. The images seem to be about global warming and they make me worry. Pollution seems to be portrayed also which contributes to global warming so that is also worrisome.",1,53,7.55,7.55
278,R_6NyRrcfaSDazZe6,High,These show the effects of climate change on the earth in dramatic pictures.  They make me fear worried and fearful.,They make me feel fearful for the future.  They speak to many problems caused by climate change.  They show the earth being destroyed.,text,These show the effects of climate change on the earth in dramatic pictures.  They make me fear worried and fearful.   They make me feel fearful for the future.  They speak to many problems caused by climate change.  They show the earth being destroyed.,1,43,11.63,9.3
279,R_5N35C82KwD3tdvK,Low,Pollution and dissent mostly but a few make me feel good like all is not lost. We deal with pollution all the time and crowds and people protesting,"I don’t have any feeling about them, they are just pictures of scattered events or happenings that can involve people , places or things, nothing special",text,"Pollution and dissent mostly but a few make me feel good like all is not lost. We deal with pollution all the time and crowds and people protesting I don’t have any feeling about them, they are just pictures of scattered events or happenings that can involve people , places or things, nothing special",1,53,3.77,1.89
280,R_6MLCv7LFzLxUH9B,Low,"The images include rainbow, people, the earth, industry, hands, trees. It makes me feel a part of the world stage.","The images above include a variety of colorful, graphics, to include maps, people, and geographical images.",text,"The images include rainbow, people, the earth, industry, hands, trees. It makes me feel a part of the world stage.  The images above include a variety of colorful, graphics, to include maps, people, and geographical images.",1,36,2.78,0
281,R_5ESxneCQ2PLMDMJ,High,They seem to be pictures of effects of environmental changes due to human interference. They are very good pictures.,The pictures depict a world on fire and the ecosystem in danger due to human interference. They are good pictures,text,They seem to be pictures of effects of environmental changes due to human interference. They are very good pictures.  The pictures depict a world on fire and the ecosystem in danger due to human interference. They are good pictures,1,39,7.69,5.13
282,R_1e46cI44rudlJ1p,Low,People all around trying to survive this world today because there is a lot of chaos in this world today,I think it has a lot to do with the world climate and other things I'm not sure but it looks like a lot to learn,text,People all around trying to survive this world today because there is a lot of chaos in this world today  I think it has a lot to do with the world climate and other things I'm not sure but it looks like a lot to learn,1,46,0,0
283,R_5AG4jbsWaXVbI6H,High,The kangaroo by the fire is not pleasant at all. The other images are very thought provoking. The bright colors bring life to light.,They are beautiful colors of scenes that mostly give me a peaceful feeling and the pictures of each scene is magnificent.,text,The kangaroo by the fire is not pleasant at all. The other images are very thought provoking. The bright colors bring life to light. They are beautiful colors of scenes that mostly give me a peaceful feeling and the pictures of each scene is magnificent.,1,45,11.11,2.22
284,R_1MYPFqrwohMDH4F,High,"They all seem to show images of climate destruction, making me feel unrealistically sad and at the same time doubting.",This seems to be more of the same exaggerated images of climate changes that are being caused by man.,text,"They all seem to show images of climate destruction, making me feel unrealistically sad and at the same time doubting. This seems to be more of the same exaggerated images of climate changes that are being caused by man.",1,39,5.13,2.56
285,R_7N8Ny8d79WIKimy,Low,These images show protesting . They make me feel horrible because we should not have to be doing protest,Wat is going on in the world . It makes me feel skeptical cuz this world is getting crazy . U always have to watch your back,text,These images show protesting . They make me feel horrible because we should not have to be doing protest  Wat is going on in the world . It makes me feel skeptical cuz this world is getting crazy . U always have to watch your back,1,43,6.98,4.65
286,R_1hQg791NSWGRAZ4,High,"As a whole, the images are about industrial waste and how it could impact life on the planet. What if there weren't any pollutants in the air? While some of the images are disturbing and sad, I also felt hopeful with the images of beauty and purity. I definitely would rather save the planet by any means necessary.",These images are of scorched Earth and living Earth. I'm beginning to now have a sense of fear for our planet and what could possibly happen to it.,text,"As a whole, the images are about industrial waste and how it could impact life on the planet. What if there weren't any pollutants in the air? While some of the images are disturbing and sad, I also felt hopeful with the images of beauty and purity. I definitely would rather save the planet by any means necessary. These images are of scorched Earth and living Earth. I'm beginning to now have a sense of fear for our planet and what could possibly happen to it.",1,86,4.65,3.49
287,R_5JWUMEG1NvHd0IO,High,"Again, these pictures show the damage our planet is experiencing through climate change caused by man.  I find them to be leftist propaganda.",These images supposedly show what damage climate change is causing to our planet.  I find these images to be leftist propaganda about mans destroying of our planet through our use of different fuels and products causing climate change.,text,"Again, these pictures show the damage our planet is experiencing through climate change caused by man.  I find them to be leftist propaganda. These images supposedly show what damage climate change is causing to our planet.  I find these images to be leftist propaganda about mans destroying of our planet through our use of different fuels and products causing climate change.",1,61,1.64,0
288,R_7gLPODo2C4K34fA,High,"The images depict how we are destroying the planet by our neglect and corporate greed, as well as climate change.",The images show the heated destruction of our planet in contrast to how natural and healthy the earth could/should be.,text,"The images depict how we are destroying the planet by our neglect and corporate greed, as well as climate change. The images show the heated destruction of our planet in contrast to how natural and healthy the earth could/should be.",1,41,12.2,0
