StartDate,EndDate,Status,Duration (in seconds),ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,consent,age,education,gender,attn.screener,open.1,open.2,climate.concern_1,fuel_10,transit_10,vehicle_10,energy_10,air_10,land_10,jobs_10,water_10,food_10,slider.attn_10,beh.e.vehicle_1,beh.energy_1,beh.flight_1,beh.no.car_1,race,pol.id_1,income,zipcode,feedback,climateLink1,climateLink2,climateLink3,climateLink4,c,qual.text.check
1/8/24 14:42,1/8/24 14:51,IP Address,539,R_1ooOlRN9kvJQBvI,anonymous,EN,0.8999999761581421,"Yes, I am at least 18 years old and I want to participate",68,College degree,Female,Other,"the images make me sad and sick, mankind and nature will be destroyed if man continues on the destructive path of only caring about their wants !","They show what the world looks like and the result of what it will look like in the future from various pollutants and people not caring , it will be destroyed",100,100,32,71,100,100,100,100,100,100,100,21,96,100,24,White or Caucasian,26,"$25,000-$49,999",38242,I am very concerned if climate change is not taken seriously the planet will not last another 100 years.,0,0,0,0,2,1
1/8/24 14:46,1/8/24 15:01,IP Address,922,R_7GDWzkdYl87nV2F,anonymous,EN,0.8999999761581421,"Yes, I am at least 18 years old and I want to participate",66,High school diploma,Female,Other,The images I can understand are related to the climate crisis movement.  I feel they are one-sided and do not present a balanced view point so I am trying to remain neutral emotionally as I look at them.,I don’t understand the relevance of all of the images but some seem to point to global warming and overpopulation ideas.  I feel that there is an attempt here to scare people.,7,2,21,0,14,0,77,20,100,1,100,1,6,0,1,White or Caucasian,41,"Less than $25,000",49071,,0,0,0,0,1,1
1/8/24 14:46,1/8/24 14:50,IP Address,220,R_7DB8WO6hhff7Ook,anonymous,EN,0.8999999761581421,"Yes, I am at least 18 years old and I want to participate",39,College degree,Female,Other,A good number of them make me feel stressed. They seem to highlight the damage we are doing to our planet and the terrible conditions we are creating for ourselves.,These images make me think of global warming and climate change. They are distressing to me as I am worried about our environment.,85,100,100,100,100,100,100,100,100,75,100,27,75,81,0,White or Caucasian,0,"$50,000-$74,999",28540,,0,0,0,0,2,1
1/8/24 14:50,1/8/24 15:42,IP Address,3089,R_6Uf1ugUR4ZeO5HP,anonymous,EN,1,"Yes, I am at least 18 years old and I want to participate",75,College degree,Female,Other,"Sad that the earth is getting hotter. There will be more fires and dead animals.  The earth is drying up.
","Very sad that the earth is changing too fast.  Soon alot of the animals we see now will be extinct.  The land will dry up.
",92,81,100,48,73,76,99,83,85,68,100,0,57,90,0,White or Caucasian,54,"$25,000-$49,999",17701,none,0,0,0,0,2,1
1/8/24 14:51,1/8/24 15:01,IP Address,623,R_105YG3rZ6GfnU6W,anonymous,EN,0.8999999761581421,"Yes, I am at least 18 years old and I want to participate",83,Graduate degree,Female,Other,"I am struck by the universality of the problem, but especially the one showing an individual's hands holding the earth, acknowledging that it's in our hands to fix the problems the other photos show.",The only one that affects me is the polar bear stranded on the ice broken off from a glacier I suppose.,82,92,67,63,100,50,100,86,84,19,100,9,50,94,45,White or Caucasian,9,"$25,000-$49,999",36830,,0,0,0,0,1,1
1/8/24 14:51,1/8/24 15:03,IP Address,757,R_7P4PnQNGzpBOzYd,anonymous,EN,1,"Yes, I am at least 18 years old and I want to participate",68,Some college,Male,Other,"these images are nature and mankind at odds with one another, makes me feel more than little depressed.","again, the images show nature vs man, with this one being a little bit brighter, it makes me feel a little better about things.",91,91,100,91,80,71,90,80,80,80,100,61,29,70,30,White or Caucasian,10,"$25,000-$49,999",08108,"i like the survey but wished there were more comment section for your answers, example I would love to have an electric car but can't afford one.",0,0,0,0,2,1
1/8/24 14:51,1/8/24 14:55,IP Address,240,R_307zkhrAH4TXzr3,anonymous,EN,0.800000012,"Yes, I am at least 18 years old and I want to participate",34,High school diploma,Female,Other,It makes me feel interested and want to learn and know more based on the images and characters. Google is a great website with a reliable search engine ,It makes me feel pleasant and wanting to know more about the setting and plot. It also contains valuable information that I would like to research ,67,32,86,13,82,28,89,80,24,83,100,21,99,3,0,American Indian/Native American or Alaska Native,47,"$50,000-$74,999",77082,,0,0,0,0,1,1
1/8/24 15:07,1/8/24 15:17,IP Address,592,R_5zi1cXDqo9ydQJe,anonymous,EN,1,"Yes, I am at least 18 years old and I want to participate",47,Graduate degree,Male,Other,Images showing environmental issues which makes me feel sad because it looks like damage has been done,Multiple images showing some of the environmental damage that has been done to the earth . It makes me sad,79,61,89,77,84,27,81,79,69,32,100,100,81,0,0,White or Caucasian,44,"$150,000 or more",63124,,0,0,0,0,2,1
1/8/24 15:07,1/8/24 15:11,IP Address,263,R_6GebvVdjUzeV5xH,anonymous,EN,1,"Yes, I am at least 18 years old and I want to participate",56,Graduate degree,Male,Other,A bunch of unrelated images. I don't have any feeling about these images as they aren't related. That's all. ,This is just a potpourri of images with no rhyme or reason. Don't care. I'm not sure how many characters I have typed. Now I see it.  ,100,0,50,50,100,0,99,100,50,0,100,58,42,1,8,White or Caucasian,55,"$100,000-$149,999",55376,,0,0,0,0,1,1
1/8/24 15:07,1/8/24 15:19,IP Address,732,R_5OpErYxVSKHykCW,anonymous,EN,0.8999999761581421,"Yes, I am at least 18 years old and I want to participate",55,College degree,Male,Other,It showing people taking on climate change. It shows pollution by a plant. It makes me angry that there is no more being done. ,It talks about climate change and environment temperature changes. It gives information about how the climate is changing. ,66,67,69,63,88,70,87,65,100,36,100,28,61,66,15,White or Caucasian,91,"$100,000-$149,999",77346,It was as interesting and informative ,0,0,0,0,1,1
1/8/24 15:08,1/8/24 15:16,IP Address,504,R_3GDKVSkTttl6RVU,anonymous,EN,0.8999999761581421,"Yes, I am at least 18 years old and I want to participate",66,High school diploma,Male,Other,It makes me think we have let things get too far out of hand to really turn things around. I believe dark days are ahead.,They are rather disturbing. Our planet is going down the tubes. I'm glad I won't be around in the next 50 years to see how bad things get.,60,49,46,42,66,47,86,59,80,36,100,4,23,80,1,White or Caucasian,51,"$25,000-$49,999",16365,Thank you.,0,0,0,0,2,1
1/8/24 15:08,1/8/24 15:25,IP Address,1010,R_6IZdX0L8sSqoyrG,anonymous,EN,0.8999999761581421,"Yes, I am at least 18 years old and I want to participate",50,College degree,Female,Other,"Some of the images are of groups of people doing things together.  Protest, talking, and other things like that.  They mainly look peaceful.  There are some architectural pictures, a small ball that represents the earth, and a nuclear power plant.","Charts, maps, and graphs.  They seem unrelatable for the most part.  I can only se te top two rows of the images since the glider won't let me scroll down.  The image of the polar bear is sad though.  Two of the maps are the same.",50,10,60,61,50,30,67,50,62,0,100,19,30,70,1,White or Caucasian,51,"$100,000-$149,999",18708,,0,0,0,0,1,1
1/8/24 15:08,1/8/24 15:13,IP Address,309,R_3f2IQTIdtVE00Xn,anonymous,EN,1,"Yes, I am at least 18 years old and I want to participate",58,College degree,Female,Other,"A lot of pictures of nature.  Nature can be SO beautiful!!  I feel peaceful and at ease, and enjoy the pictures.","Most of these are contrast pictures of natures.  I see the ""bad"" stuff, but the pics do not convey why...could just be seasonal.",9,35,50,40,76,25,76,50,91,0,100,5,100,0,0,White or Caucasian,100,"$75,000-$99,999",85043,,0,0,0,0,2,1
1/8/24 15:09,1/8/24 15:14,IP Address,314,R_6qHvBXWsIr1YEaK,anonymous,EN,1,"Yes, I am at least 18 years old and I want to participate",71,Some college,Female,Other,The content is very confrontational. Most make me mad as these things are not widespread. There is no such thing as global warming.,These are inflationary. There is no such thing as global warning. Climate change is a natural phenomenon.,0,0,60,29,17,0,100,19,60,0,100,0,15,10,9,White or Caucasian,100,"Less than $25,000",89156,,0,0,0,0,2,1
1/8/24 15:10,1/8/24 15:13,IP Address,188,R_3lzhoVcIDu3eeY1,anonymous,EN,1,"Yes, I am at least 18 years old and I want to participate",30,College degree,Female,Other,Interesting different pictures seem to be upsetting and others are more relaxing for me anyways. I’m indifferent ,"Earth, makes me feel relaxed and calm. Like I am one with the universe and the world. Peaceful and nice.",66,44,60,65,76,59,85,70,65,49,100,58,73,62,35,White or Caucasian,42,"$100,000-$149,999",81504,,0,0,0,0,2,1
1/8/24 15:10,1/8/24 17:00,IP Address,6551,R_5dGdc9M70xS0vNO,anonymous,EN,1,"Yes, I am at least 18 years old and I want to participate",62,Graduate degree,Female,Other,These images are all related to climate change which is a big global issue.  Some are drawings and some show real people.,I see the graph showing global warming and the maps showing this is a worldwide issue. However I can't understand what's written in a foreign language ,79,68,100,72,98,32,98,87,99,15,100,50,56,0,58,White or Caucasian,50,"$25,000-$49,999",33484,,0,0,0,0,1,1
1/8/24 15:11,1/8/24 15:21,IP Address,596,R_3sHqcIhhonYc2uR,anonymous,EN,0.8999999761581421,"Yes, I am at least 18 years old and I want to participate",76,High school diploma,Female,Other,i am not sure what the pictures are trying to describe i see pictures that i think that are demos for climate change,the pictures are a polo bear with little ice and articles about climate   change that is happening now ,82,36,77,84,55,90,100,88,87,50,100,12,29,96,0,White or Caucasian,51,Prefer not to say,17555,,0,0,0,0,1,1
1/8/24 15:11,1/8/24 15:16,IP Address,245,R_7784Q5Utt7HjHMx,anonymous,EN,0.8999999761581421,"Yes, I am at least 18 years old and I want to participate",35,College degree,Male,Other,environmental themes that show's man's impact on the world around us. they make me feel like we have much to do to protect the earth,shows climate change and the impact of man on the earth's ecosystem and how much we pollute the world we live in,57,35,49,50,52,46,71,50,50,49,100,50,50,50,3,Asian,62,"$75,000-$99,999",85295,,0,0,0,0,2,1
1/8/24 15:11,1/8/24 15:19,IP Address,429,R_1Kj3j0C7gI1BkYx,anonymous,EN,0.8999999761581421,"Yes, I am at least 18 years old and I want to participate",77,Some college,Female,Other,"pollution and fires, and all the effects of Climate Change are depicted in the pictures, such a sad state of affairs","I see global warming in many of these pictures, it is sad the changes that are occurring and devastation that it leaves behind",79,58,68,37,82,61,81,73,83,58,100,0,82,100,0,White or Caucasian,50,"$50,000-$74,999",85123,,0,0,0,0,2,1
1/8/24 15:13,1/8/24 15:22,IP Address,568,R_3qkAunZM9juvKTD,anonymous,EN,1,"Yes, I am at least 18 years old and I want to participate",60,College degree,Female,Other,"They show pollution, chemical or oil plants, a fire in Australia (kangaroo in front of a burning building), and artistic images meant to depict the harm to the planet. They are distressing, effective, meaningful.","The same kinds of pictures as the first set, but these include polar bears, melting ice floes, and an illustration of temperature change between 1951 and 2018. It's heartbreaking to see the change for the creatures of the far North, and conveys the urgency of doing something about climate change.",77,99,100,81,85,98,99,97,99,87,100,56,79,73,57,White or Caucasian,0,"$50,000-$74,999",94706,"There was a question about how much of a threat I considered climate change to be. It read as if you meant to me personally, which was how I responded. If you meant to the world/overall, the language could be clearer.",0,0,0,0,2,1
1/8/24 15:14,1/8/24 15:32,IP Address,1087,R_5s76QQxfxO3q27t,anonymous,EN,1,"Yes, I am at least 18 years old and I want to participate",49,College degree,Female,Other,"They show what is happening in the earth, and seems to be climate focused and how it may effect us one day in society.","Focus is on climate changes, and seems to alert us about the effects it will have on our futures overall.",30,20,41,95,71,45,86,91,79,22,100,83,92,65,45,Black or African American,51,"$50,000-$74,999",76018,,0,0,0,0,2,1
1/8/24 15:15,1/8/24 15:19,IP Address,227,R_6cBfUsalf8oAZuG,anonymous,EN,1,"Yes, I am at least 18 years old and I want to participate",50,Some college,Female,Other,They are all different images and I feel indifferent about them. I’m not sure what this question is asking me. ,It shows all different images and I don’t have any feeling about them at all. I’m not sure what you are asking of me. ,0,0,100,0,0,0,50,0,52,0,100,0,0,0,0,White or Caucasian,50,"$75,000-$99,999",01826,,0,0,0,0,1,1
1/8/24 15:18,1/8/24 15:30,IP Address,753,R_6c7pzDbdLVutKOm,anonymous,EN,1,"Yes, I am at least 18 years old and I want to participate",52,Some college,Male,Other,The environment is important and people should be able to protest that we need to take action to help save it,These images provide information on how climate change is happening and we need to take notice of it.,82,90,100,100,99,82,96,92,100,61,100,65,60,8,8,White or Caucasian,69,"$25,000-$49,999",48026,I do not have any concerns,0,0,0,0,1,1
1/8/24 15:18,1/8/24 15:27,IP Address,502,R_7yOaViRhnSS1EFr,anonymous,EN,1,"Yes, I am at least 18 years old and I want to participate",66,College degree,Male,Other,The photos are well done and are used to scare and bring attention to climate change.  There is still open debate on the issue. ,The photographs are concerned with temperature increases and impact on the landscape and water levels ,72,30,63,85,68,35,68,34,65,17,100,31,68,19,5,White or Caucasian,89,"$150,000 or more",45669,,0,0,0,0,2,1
1/8/24 15:19,1/8/24 15:29,IP Address,613,R_747fdpAS2mrd2Kg,anonymous,EN,0.8999999761581421,"Yes, I am at least 18 years old and I want to participate",57,High school diploma,Female,Other,I like the green hand and the regular hand . That makes me hopeful that their are other beings out there. ,Well the images of the earth in the hand makes me feel good. Like people are in control of their lives. I like the pic of half green tree and half brown and that makes me feel sad . Like we are doing something wrong and the earth is dying ,100,19,71,85,100,33,100,100,100,20,100,88,80,100,0,White or Caucasian,6,"$50,000-$74,999",02780,I enjoyed this survey very very much,0,0,0,0,2,1
1/8/24 15:19,1/8/24 15:44,IP Address,1517,R_5MXujmm288nblHb,anonymous,EN,0.8999999761581421,"Yes, I am at least 18 years old and I want to participate",69,College degree,Female,Other,"IT LOOKS LIKE A LOT OF PEOPLE PROTESTNG TO BRING ATTENTION TO CLIMATE CHANGE; THAT SOMETHING MUST BE DONE.  THAT MAKES ME FEEL GOOD.  IT ALSO SHOWS SOME PHOTOS OF ENVIRONMENTAL HARM.  THOSE ANGER ME AND MAKE ME FEEL SAD, TOO.","THE PHOTO OF THE POLAR BEAR ON THE TINY PIECE OF ICE MAKES ME REALLY SAD.  IT SHOWS TOO MUCH WARMING, WHICH WILL MAKE IT HARD FOR THE BEAR TO FIND FOOD.  THERE ARE OBVIOUS PHOTOS OF CLIMATE EXPLANATIONS, BUT I DON'T READ RUSSIAN.  THEY MAKE ME VERY CURIOUS TO KNOW WHAT THEY ACTUALLY SAY.",100,56,91,19,91,50,100,91,91,50,100,0,1,100,100,White or Caucasian,0,"Less than $25,000",34952,"SOME QUESTION'S ANSWERS COULD BE MISLEADING, BUT THERE'S NO WAY TO EXPLAIN.  FOR EXAMPLE, I WON'T GET AN ELECTRIC CAR, BECAUSE I HAVE NO DRIVER'S LICENSE.  I'M HOMEBOUND.",0,0,0,0,1,1
1/8/24 15:19,1/8/24 15:41,IP Address,1327,R_72Y40u1bInHEhxL,anonymous,EN,1,"Yes, I am at least 18 years old and I want to participate",68,Some college,Male,Other,pollution is a gobel problem it won't be solved by a few countries doing things it will that all countries to get it done.,pollution is causing our world to turn hotter soon we will be arrid. life on the plantet is dying what will be next.,84,45,63,0,85,66,81,80,91,56,100,58,66,91,36,White or Caucasian,78,"$25,000-$49,999",44095,We sent jobs over seas now those jobs are done where they are producing more pollution,0,0,0,0,2,1
1/8/24 15:22,1/8/24 15:33,IP Address,650,R_5dKLwlrgNoDBnbp,anonymous,EN,1,"Yes, I am at least 18 years old and I want to participate",79,College degree,Female,Other,There are too many images that do not seem to have any coheviseness.  I do not feel anything when I see these images.  It is like looking at photos from someone's photo album.,They are too varied to make me feel any way.  They do not elicit any feelings.  How can you have a response when the images are so varied.,99,100,100,100,99,100,100,100,99,99,100,88,89,90,25,White or Caucasian,5,"$50,000-$74,999",21208,I did not understand the photos and how that fit in with the survey.,0,0,0,0,1,1
1/8/24 15:24,1/8/24 15:31,IP Address,394,R_3gMDBTzHjTYUOMW,anonymous,EN,1,"Yes, I am at least 18 years old and I want to participate",69,Some college,Female,Other,a number of protests about a matter that concerns a number of people. It may concern the environment,"lots of study going into a important matter of global warming.
Lots of charts and graphs about the matter",71,4,61,60,60,0,100,80,100,0,100,50,91,100,0,White or Caucasian,100,"$50,000-$74,999",77242,,0,0,0,0,1,1
1/8/24 15:24,1/8/24 15:32,IP Address,457,R_3x0fsVCtUwtY6ZP,anonymous,EN,0.8999999761581421,"Yes, I am at least 18 years old and I want to participate",66,Some college,Male,Other,gloomy outcome of earth and its atmosphere. The pictures all depict bad environmental conditions or causes.,"these photo's depict earth in various forms and condtions, both postive and negative.  The hands holding the globe depicts world that we live in.",24,9,50,30,71,10,71,40,81,9,100,0,9,0,0,White or Caucasian,50,"$75,000-$99,999",51510,"I believe if the government want's to change the way people live, then they should foot the bill.  I don't want to pay for there wishes.",0,0,0,0,2,1
1/8/24 15:24,1/8/24 15:37,IP Address,760,R_3GJdmHsgZZt7CE1,anonymous,EN,1,"Yes, I am at least 18 years old and I want to participate",79,Graduate degree,Male,Other,The images suggest that there is a bleak future unless climate change issues are addressed aggressively,"The images depict various facets of CLIMATE CHANGE.  There is an undercurrent of despair that, as a result of having no PLANet ""B"", suggests that we are all doomed.",100,100,83,92,100,83,100,99,100,92,100,84,100,84,72,White or Caucasian,20,"$25,000-$49,999",97520,Interesting presentation,0,0,0,0,1,1
1/8/24 15:26,1/8/24 15:30,IP Address,287,R_17rioYmpA0xYMeS,anonymous,EN,1,"Yes, I am at least 18 years old and I want to participate",56,College degree,Female,Other,It describes our environment and nature.  I feel like they are trying to show how pollution impacts our planet,They are very colorful and make me happy because they are all about our world and nature around us. They are very eye catching.,15,9,81,39,24,9,69,7,61,1,100,10,17,0,0,White or Caucasian,50,"$150,000 or more",72210,,0,0,0,0,2,1
1/8/24 15:26,1/8/24 15:33,IP Address,422,R_3UbErjJc1vKVPOK,anonymous,EN,1,"Yes, I am at least 18 years old and I want to participate",63,Graduate degree,Male,Other,"Protesters or activists. Probably paid to do it by some nut job like George Soros or the democrat extreme socialist party, Joe Briben.",Global warming propaganda again scare. Who knows why they want to scare and freak people out into a balivian.,6,3,28,40,44,7,54,3,31,0,100,1,2,2,0,White or Caucasian,95,"$50,000-$74,999",61430,It was ok.,0,0,0,0,1,1
1/8/24 15:28,1/8/24 15:32,IP Address,250,R_1KcKj9ZoNn3Awa9,anonymous,EN,0.8999999761581421,"Yes, I am at least 18 years old and I want to participate",28,Some college,Female,Other,Looks like a protest in many ways but i feel nothing because i don’t know what im looking at exactly ,looks like something from space just discovere. it doesn’t make me feel anything because i don’t know ,100,19,85,14,16,58,82,80,82,17,100,4,47,93,0,Other,52,"$25,000-$49,999",93723,,0,0,0,0,1,1
1/8/24 15:29,1/8/24 15:34,IP Address,323,R_7Q8TfwI2M0znlvP,anonymous,EN,1,"Yes, I am at least 18 years old and I want to participate",60,College degree,Female,Other,"This seems more American, but it's still modern and trendy, and supports the woke liberal agenda that I would expect.","this content refers to global changes in climate temperatures, with maps and images. They're fairly standard except for the russian fonts.",71,50,30,12,60,100,81,20,70,39,100,0,29,100,0,White or Caucasian,81,"$150,000 or more",29672,no comments,0,0,0,0,1,1
1/8/24 15:31,1/8/24 15:36,IP Address,289,R_6EFEyS8s12lFvFf,anonymous,EN,0.8999999761581421,"Yes, I am at least 18 years old and I want to participate",22,High school diploma,Female,Other,The content in these pictures and the world and things found on earth basically Mother Nature it’s showing how bad everything is going,The world and it makes me feel like I know the world is falling apart fast and we aren’t doing anything to fix the issues to save it,90,36,91,36,93,23,81,84,86,81,100,86,23,100,91,White or Caucasian,34,"$25,000-$49,999",40601,,0,0,0,0,2,1
1/8/24 15:32,1/8/24 15:42,IP Address,590,R_6TssSDYi9XM7O8x,anonymous,EN,1,"Yes, I am at least 18 years old and I want to participate",70,Graduate degree,Male,Other,"this is really diverse not all seem to be not about climate what am I supposed to be seeing, I don't get it","I don't feel much of anything because some images don't seem to mesh with the others, and why do I have to do 100 characters",76,81,60,61,100,80,100,91,81,60,100,39,60,91,7,White or Caucasian,0,"$50,000-$74,999",9206,100+ characters is a lot,0,0,0,0,1,1
1/8/24 15:33,1/8/24 15:49,IP Address,939,R_7QbkQgYRf6FBIkT,anonymous,EN,1,"Yes, I am at least 18 years old and I want to participate",63,Some college,Male,Other,the content of these images are related to climate change around the world and different countries that are doing something about it.,"the content of these images are look like they are from russia, does not make me feel good. not very organized",87,30,83,77,89,39,88,81,88,22,100,89,86,86,87,White or Caucasian,78,"Less than $25,000",49431,"not that long, good",0,0,0,0,1,1
1/8/24 15:33,1/8/24 15:42,IP Address,508,R_7Lu5eXZHNes9As0,anonymous,EN,0.8999999761581421,"Yes, I am at least 18 years old and I want to participate",42,College degree,Male,Other,The image is of climate change and how it affects the earth what I get is how we must do something about it,The content being shown is of climate and how we have the power on our hands of to change it what I get out of the imagery is the urgency of it and we must do something about it ,67,28,57,63,59,57,76,57,76,14,100,0,41,17,36,White or Caucasian,82,"Less than $25,000",88032,I had no issues ,0,0,0,0,2,1
1/8/24 15:34,1/8/24 15:38,IP Address,221,R_79vn3qakEjpXWCd,anonymous,EN,0.8999999761581421,"Yes, I am at least 18 years old and I want to participate",38,Graduate degree,Male,Other,Great for everyone and cool. Would be interested in viewing all. Makes me feel listened to and excited for the shows that they are showing,Upbeat and easy to view and understand. I feel like it would be informative to watch and educational for all,84,13,84,76,94,71,96,85,72,28,100,73,78,33,0,White or Caucasian,43,"$150,000 or more",17111,,0,0,0,0,1,1
1/8/24 15:34,1/8/24 15:44,IP Address,600,R_3IOI3e2kexbIjzb,anonymous,EN,1,"Yes, I am at least 18 years old and I want to participate",67,Some college,Female,Other,"Looks like a lot of the pictures pertain to people protesting different things like maybe nuclear waste, saving different animals and or people. I get a feeling of people wanting peace ",Saving the environment. It makes me feel protected and safe in the world. It looks like there are scientist working on these types of problems,51,37,57,27,40,50,65,49,81,48,100,0,20,68,8,White or Caucasian,93,"$25,000-$49,999",41102,none,0,0,0,0,1,1
1/8/24 15:38,1/8/24 16:05,IP Address,1635,R_60VqqF6tnep1592,anonymous,EN,1,"Yes, I am at least 18 years old and I want to participate",69,Graduate degree,Male,Other,Man is causing the destruction of the planet so you need to be green to save it. One picture shows a cloud coming from a large structure along with other pictures of smoke stacks. This is steam not smoke. Go green or die is the message.,The climate is changing for the worse and it affects the whole planet. The pictures depict the planet burning up.,62,29,60,92,37,5,100,48,64,0,100,61,100,92,0,White or Caucasian,79,"$50,000-$74,999",93612,"You left out nuclear power as a solution rather than wind and solar. Things have changed in the atomic energy world and small modular units are one of the best solutions I have read about. This source exists, nuclear submarines have been around since the late 1950s.",0,0,0,0,2,1
1/8/24 15:39,1/8/24 15:45,IP Address,329,R_6e5wzNbJtUkG6TW,anonymous,EN,0.800000012,"Yes, I am at least 18 years old and I want to participate",24,College degree,Male,Other,Globe pf the world is so good and exciting and amazing and exciting and relaxing and fun and perfect knowing knowledge ,Globe f the world is extremely good and important and is good study and perfect knowledge to people and excitement ,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,White or Caucasian,0,"$75,000-$99,999",37857,Great ,0,0,0,0,2,1
1/8/24 15:39,1/8/24 15:47,IP Address,451,R_6RxgkirhJn8bNcR,anonymous,EN,1,"Yes, I am at least 18 years old and I want to participate",62,College degree,Female,Other,"They are images about the natural world, including smokestacks as a part of the world. The billowing smoke, particularly against the other images, makes me sad.","This group of natural world related images is a bit more hopeful, as compared with the images shown previously, but still includes a smokestack.",31,19,50,19,50,51,61,39,73,16,100,0,30,30,35,White or Caucasian,84,"$25,000-$49,999",19701,,0,0,0,0,2,1
1/8/24 15:41,1/8/24 16:00,IP Address,1136,R_7PXYElZX4xdrCaB,anonymous,EN,1,"Yes, I am at least 18 years old and I want to participate",71,Some college,Female,Other,These images are emphasizing that pollution is destroying our air.  The plants cannot keep up with producing oxygen.   ,Images are trying to explaining the environment conditions of the world and how it effecting it. Like the earth heating up and getting colder in other areas.,100,100,100,100,100,100,100,100,100,53,100,84,100,100,100,White or Caucasian,52,"$150,000 or more",77079,How can people be against helping solve climate change problems?  The Republican Party has me very very worried about our world. I am afraid the GOP will destroy it.,0,0,0,0,2,1
1/8/24 15:42,1/8/24 15:52,IP Address,583,R_52y65kaL2T8Fcot,anonymous,EN,0.8999999761581421,"Yes, I am at least 18 years old and I want to participate",70,Some college,Male,Other,This family s different experiences of different cultures all over the world.  You can see all of them in groups,They are to small.  But looks to be a worldly event.  Well I blew it up.  It exhibits situations across the continent,75,76,79,82,79,86,87,89,96,85,94,16,77,94,73,Black or African American,87,"$50,000-$74,999",75604,,0,0,0,0,1,1
1/8/24 15:48,1/8/24 15:58,IP Address,640,R_5lsukughjOV41jc,anonymous,EN,0.8999999761581421,"Yes, I am at least 18 years old and I want to participate",75,Graduate degree,Male,Other,"I see groups of people, atmospheric pollution. barren earth, individuals and things affecting the climate.",I see various things showing elevating global temperatures affecting life on earth and I feel dismayed and angry that we haven't done enough to stop let alone reverse it,100,100,100,100,100,100,100,100,100,100,100,81,62,100,29,White or Caucasian,56,"$75,000-$99,999",64151,Thanks for focusing on climate change which needs to be dealt with now - not later!,0,0,0,0,1,1
1/8/24 15:51,1/8/24 16:09,IP Address,1076,R_5exiXiGA7YZlBk4,anonymous,EN,1,"Yes, I am at least 18 years old and I want to participate",63,High school diploma,Female,Other,Global warming caused by mans use of fossil fuels and the consequences of our use and over use of fuels that pollute the atmosphere.,AS before the images show the result of global warming. The effects it has on the earth. It is very disturbing to me and a cause of anxiety for our future. ,100,95,91,100,100,96,100,100,100,50,100,71,51,95,0,White or Caucasian,3,"$25,000-$49,999",18328,,0,0,0,0,2,1
1/8/24 15:51,1/8/24 16:12,IP Address,1239,R_38BckulHFeUXsaq,anonymous,EN,0.8999999761581421,"Yes, I am at least 18 years old and I want to participate",74,Graduate degree,Female,Other,"With so many images, it is hard to describe all of what is being represented. I feel overwhelmed. There are crowds of people and beautiful landscapes ","There are maps, graphs, a polar bear, a student and various scientific information that is hard to describe in just one sentence. I still feel overwhelmed with so many and so much information.",0,33,100,0,89,70,100,100,100,0,100,0,100,90,0,White or Caucasian,83,"$25,000-$49,999",83661,none,0,0,0,0,1,1
1/8/24 15:55,1/8/24 16:01,IP Address,354,R_1CUE04jyDPSMobr,anonymous,EN,1,"Yes, I am at least 18 years old and I want to participate",79,Graduate degree,Female,Other,The content of these pictures is about pollution to the world and I don't like that there is pollution,The images are of the Earth and some things that are happening on the Earth like drought and hot weather pollution and I don't like him,79,57,73,50,81,65,82,64,81,41,100,9,50,100,8,White or Caucasian,89,"$50,000-$74,999",14062,,0,0,0,0,2,1
1/8/24 15:55,1/8/24 16:22,IP Address,1634,R_7PTLIMXdQyYo9xb,anonymous,EN,1,"Yes, I am at least 18 years old and I want to participate",67,Some college,Female,Other,"These pictures make me feel very grim.  They seem to me to be either actual illustrations of how bad our environment is getting or symbolic illustrations of where things could be going.  I find the picture of the kangaroo trying to run through such a horrific fire especially upsetting because his chances of getting out alive don't look all that great, and even if he does get out, he'll probably wind up going through a lot of pain in order to survive the ordeal.  These pictures also make me feel angry because I feel like we've known about the consequences of the pollution and environmental damage we've been causing my whole life, and we just aren't taking it seriously enough.  I include myself in that judgment -- yes I bring my own bags to the grocery store and I try to limit electricity usage and things like that, but there are so many ways that I take the easier choice and I think most other people do the same, and we're just destroying our planet.  How many times to you have to bang your head against the wall and complain that it hurts before it occurs to you to stop banging and the pain will go away?  Obviously, far too many times.","These images have some of the same feel to them that the last screen did, showing various environmental problems or disasters, but they don't feel as sharp and condemning to me as the last set did.  The colors of these pictures feel softer to me and in a way I can't exactly explain, I don't feel the same degree of urgency that the last set of images gave me.  ",100,88,100,96,97,100,100,100,100,60,100,0,6,100,98,White or Caucasian,9,"$25,000-$49,999",27609,"Thank you for a very interesting survey.  To comment on one of your questions, I'd love to purchase an electric vehicle, but I'm no longer able to drive, so I no longer own any vehicle and likely never will again.  If by some miracle it became safe for me to drive, I would definitely try to buy an electric vehicle, but I'd probably just get rides from someone who already has a car because I wouldn't use one enough to justify bringing another car into the area.  When I grew up, you bought whatever you wanted and threw it away when you were done with it and everyone had as many cars as they could afford.  I wonder what kind of a world the babies of today will have when they get to be my age, and the thought scares me a lot.",0,0,0,0,2,1
